Account_No	Loan_ID	Started_year	Started_date	Current Loan Amount	Monthly Debt	Interest.Rate	Maximum Open Credit
ACC108431900	15158-240092	2019	06/04/2019	47806	3070.97	13.11%	60764
ACC108479683	24246-236684	2019	8/14/2019	131934	10640.95	14.09%	248270
ACC108485737	16680-172329	2019	1/22/2019	147576	8573.56	15.31%	357588
ACC108487825	25120-238328	2019	08/10/2019	545160	27881.93	11.49%	215974
ACC108501748	24957-239367	2019	04/09/2019	657294	24031.01	18.49%	811998
ACC108506833	17029-178774	2019	05/07/2019	780406	35945.53	13.11%	1130008
ACC108507813	26236-238690	2019	09/09/2019	135345	32037.42	10.16%	749606
ACC108537559	1616-129745	2020	2/28/2020	43318	7391.57	12.42%	4334
ACC108554636	15077-144229	2020	4/23/2020	44792	7794.75	7.90%	358446
ACC108585516	17622-182367	2019	05/04/2019	135345	15793.37	7.90%	738496
ACC108596959	27154-153758	2019	10/01/2019	772772	41434.06	18.75%	132484
ACC108615572	17032-178778	2019	6/25/2019	268004	21410.53	17.99%	1203664
ACC108667817	21347-211845	2019	11/26/2019	776864	34895.78	7.90%	950334
ACC108693055	16262-168204	2020	2/26/2020	273856	8766.22	15.99%	234586
ACC108737615	17575-183485	2019	07/05/2019	33154	13412.86	7.62%	178948
ACC10874217	23181-228184	2020	2/26/2020	450384	31506.37	13.11%	687126
ACC108773448	16511-172333	2019	03/01/2019	662310	13213.17	12.49%	562782
ACC108864814	16512-172326	2019	05/08/2019	353232	13659.67	6.03%	242968
ACC108881268	1597-144232	2019	07/11/2019	135345	17344.72	17.27%	217448
ACC108881353	19039-198109	2019	6/15/2019	221056	9386.57	8.00%	229658
ACC108909271	15072-205624	2020	2/25/2020	76340	472.15	13.11%	322806
ACC108915287	21722-214113	2020	2/18/2020	469678	51380.56	15.58%	1543102
ACC108999271	20361-204804	2019	10/09/2019	135345	41017.2	12.68%	508354
ACC109067411	1620-137556	2019	07/08/2019	135345	35438.99	17.99%	10189234
ACC109079900	23537-230924	2019	09/03/2019	135345	15922	12.12%	687786
ACC109091018	15073-141445	2019	11/21/2019	319726	17059.91	18.75%	778140
ACC109105976	22630-222405	2019	07/06/2019	460350	18796.89	7.62%	816948
ACC109150832	22049-217325	2019	1/23/2019	133606	18297.19	7.90%	342738
ACC109161252	22050-217324	2020	04/02/2020	79948	4372.66	7.49%	242792
ACC109196944	15075-132765	2019	03/07/2019	67298	20289.53	9.99%	302962
ACC109203260	15088-132764	2019	4/29/2019	767690	14118.71	12.12%	250074
ACC109252840	16820-172334	2019	03/05/2019	328350	11529.39	21.27%	600578
ACC109257402	21346-210669	2020	01/06/2020	380622	26665.74	16.29%	377102
ACC109270950	21404-212164	2019	4/25/2019	281710	12964.46	20.49%	907104
ACC109272988	22074-252023	2019	7/28/2019	418572	23935.63	17.93%	333608
ACC109273626	21240-209666	2019	9/16/2019	332552	18093.32	11.99%	650122
ACC109293827	23069-227505	2019	6/25/2019	161656	12226.5	7.90%	394218
ACC109309703	21349-210668	2019	8/27/2019	135345	13724.84	6.62%	266024
ACC109337030	22886-225568	2019	09/10/2019	87274	4013.37	14.33%	259424
ACC109342798	20462-205664	2019	7/19/2019	456126	23213.82	9.76%	519244
ACC109352278	21496-211625	2019	5/18/2019	294580	8051.63	8.90%	433290
ACC109413295	19113-196825	2020	03/04/2020	135345	16066.02	13.49%	4166844
ACC109417527	16179-165745	2019	8/21/2019	526196	24808.49	15.31%	1072918
ACC109418346	23697-232164	2019	9/24/2019	39138	10894.41	15.31%	302302
ACC109436326	18892-196485	2020	04/03/2020	516978	15457.07	11.71%	256190
ACC10945871	21501-211525	2020	1/13/2020	178882	8535.75	6.76%	498696
ACC109463862	16270-153754	2019	10/29/2019	327404	26012.9	10.74%	406032
ACC109495956	19116-198104	2020	03/04/2020	90112	13879.88	14.61%	32780
ACC109501973	19036-198105	2020	04/03/2020	449724	6643.54	12.68%	449570
ACC10953380	19154-196844	2019	2/27/2019	260436	11924.21	10.99%	625812
ACC109565444	22625-221985	2019	8/28/2019	260810	13076.56	17.27%	258742
ACC109639233	22787-224488	2019	5/31/2019	539176	14338.54	17.27%	726594
ACC109672008	24812-236264	2019	07/01/2019	756844	25198.94	12.12%	1147586
ACC109711980	24953-238607	2019	11/05/2019	264396	19980.02	6.62%	1075052
ACC109739730	15083-119364	2019	12/17/2019	242264	12417.45	8.90%	836154
ACC109740877	25258-218466	2019	1/26/2019	444752	43371.68	7.62%	611578
ACC109823327	16828-174131	2020	5/19/2020	251196	23133.83	12.12%	452716
ACC109861115	26526-244252	2019	02/01/2019	224312	13052.24	12.61%	639650
ACC10986121	13018-155344	2019	1/19/2019	222728	18706.64	18.49%	135432
ACC10989547	17030-178614	2019	06/12/2019	266882	20287.44	7.88%	853402
ACC109928659	17076-174965	2019	10/02/2019	450648	10570.65	10.25%	151008
ACC109948552	22747-223964	2020	1/31/2020	500302	13520.59	18.49%	732424
ACC109955461	16732-171265	2019	11/01/2019	407528	18487.38	15.31%	333652
ACC109956104	15076-137360	2019	4/22/2019	152372	2876.22	15.21%	215468
ACC109968844	23535-230929	2020	03/01/2020	704946	27960.21	14.09%	1456752
ACC109992473	15087-119368	2019	05/03/2019	152372	2876.22	15.31%	215468
ACC110000060	15071-139724	2020	01/12/2020	630234	32910.85	11.89%	1305370
ACC110002614	17760-185965	2019	08/05/2019	87472	6872.68	12.21%	133210
ACC110006724	18850-196006	2020	3/25/2020	178046	18759.08	12.21%	360184
ACC110010813	20182-203439	2019	03/05/2019	155738	6654.75	10.99%	275748
ACC110026636	21972-216324	2019	02/10/2019	234036	11263.01	14.72%	308396
ACC110028856	18328-189824	2020	02/12/2020	135345	40611.36	22.47%	1740046
ACC110062381	15089-138507	2019	2/21/2019	223146	10902.58	21.98%	192544
ACC110084341	24299-237048	2020	3/26/2020	649902	6810.17	10.25%	361768
ACC110104660	15290-159665	2020	1/22/2020	214632	33188.63	13.11%	970200
ACC110112040	16693-174504	2019	3/21/2019	135345	39443.43	13.35%	1620344
ACC110113357	15080-108726	2019	04/12/2019	207636	15330.53	6.03%	254936
ACC1101400	15090-129744	2019	08/07/2019	135345	8046.88	14.91%	923758
ACC110178735	25212-239906	2020	4/28/2020	396286	17111.4	14.27%	535414
ACC11019135	22198-218465	2019	04/12/2019	268664	17324.2	8.90%	460130
ACC110193596	15074-141446	2019	6/25/2019	405746	21511.42	15.01%	378598
ACC110204198	15070-138325	2019	1/17/2019	188166	7587.08	19.22%	143440
ACC110211511	18152-188284	2019	11/05/2019	358578	3157.8	11.14%	91850
ACC110218120	15084-119365	2019	4/19/2019	94534	12894.35	14.09%	72050
ACC110239176	18059-187909	2019	07/12/2019	767624	22574.85	10.99%	1243396
ACC110241336	15068-127148	2020	03/10/2020	403964	17929.35	13.11%	843678
ACC110259637	25013-239489	2019	02/04/2019	531168	23242.7	10.37%	942612
ACC110419018	15085-119387	2020	03/06/2020	390896	11932.95	17.27%	1251360
ACC110455683	23771-231944	2020	02/10/2020	134794	11439.33	10.00%	130306
ACC110480470	15078-106618	2019	02/06/2019	135345	9007.9	13.30%	469348
ACC110498250	21604-212986	2020	4/20/2020	134596	18308.78	15.80%	707586
ACC110507680	17190-179664	2020	03/04/2020	311850	12270.77	7.90%	338536
ACC11055875	19143-199070	2020	2/28/2020	135345	15229.64	14.33%	816134
ACC110562365	15069-134020	2019	2/27/2019	429000	27015.53	8.90%	746240
ACC110621488	17660-184304	2019	5/21/2019	215446	11992.61	8.90%	192940
ACC110624735	20467-188924	2019	08/07/2019	375650	12857.68	7.90%	435072
ACC110633445	17023-178613	2019	8/31/2019	762696	86334.48	11.11%	1728650
ACC110647354	16703-159666	2019	11/26/2019	267872	19439.85	13.11%	1687994
ACC110656007	15079-107036	2019	10/13/2019	781022	35993.22	7.90%	1115862
ACC110656561	18060-187907	2020	3/25/2020	135345	1144.56	13.11%	173976
ACC110657824	20363-203440	2019	08/09/2019	216832	25920.56	12.12%	197164
ACC110678100	20487-206084	2019	10/19/2019	135345	18527.66	11.14%	1213190
ACC110721637	19786-203064	2019	3/16/2019	131934	16395.1	11.71%	160512
ACC110729234	32202-107597	2020	05/08/2020	135345	21511.99	14.33%	227612
ACC110735745	31197-102257	2019	10/15/2019	135345	14754.07	11.71%	376552
ACC110762041	30707-155784	2019	12/12/2019	556996	44086.65	19.05%	1157904
ACC11076597	32120-148724	2019	9/25/2019	158026	11009.55	6.03%	188540
ACC110767966	13053-153764	2020	01/08/2020	773388	32008.73	11.14%	2321308
ACC110777663	18101-187804	2019	09/07/2019	130746	16891.57	19.05%	191686
ACC110781700	30656-99475	2019	2/26/2019	208670	3811.97	10.20%	264506
ACC110782949	31288-104391	2019	12/01/2019	298166	35583.77	14.07%	159060
ACC110817380	19451-192064	2019	07/12/2019	267784	48050.62	15.27%	403722
ACC110883331	4808-103498	2019	08/05/2019	430012	21470	12.53%	2034340
ACC110915212	4937-124045	2020	3/27/2020	44022	19808.26	8.94%	514866
ACC110941568	74745-97386	2019	8/29/2019	140888	7396.32	11.86%	145244
ACC110989517	4997-137066	2020	05/09/2020	260216	17698.31	17.77%	301290
ACC110995089	49107-265792	2020	3/21/2020	151602	7204.99	19.72%	395472
ACC111007586	4457-85801	2019	11/13/2019	311608	19115.14	12.12%	255464
ACC111010262	79618-113148	2020	05/04/2020	135345	23619.47	7.90%	298100
ACC111018831	5013-146204	2020	01/07/2020	220770	10915.5	7.29%	139018
ACC111033364	16143-152236	2020	1/24/2020	176220	9330.71	22.45%	283888
ACC111035242	74983-102402	2019	06/11/2019	135345	6149.16	12.53%	202268
ACC111047835	18193-180784	2019	4/23/2019	130988	15955.25	7.62%	360448
ACC111067651	4773-103661	2019	11/12/2019	135345	22976.13	7.49%	396044
ACC111081156	28225-250192	2019	7/19/2019	324346	17019.63	20.49%	404096
ACC111156984	75131-65123	2020	01/03/2020	135345	8468.87	8.90%	434698
ACC111185242	17369-170484	2019	3/27/2019	259138	14687.19	12.87%	1252878
ACC111195941	4971-131631	2020	03/06/2020	32450	11770.12	20.49%	231308
ACC111207404	79606-106108	2019	1/29/2019	455906	49576.13	7.90%	1399838
ACC111248134	47125-238038	2019	2/20/2019	135345	34305.83	12.68%	99770
ACC111252344	70335-136373	2019	5/20/2019	388168	40041.17	11.86%	896852
ACC111261323	4908-116204	2020	4/28/2020	135345	32850.24	7.90%	1309066
ACC111318905	74996-104506	2020	1/22/2020	261492	8724.61	22.47%	281358
ACC111415268	4308-1512	2019	07/03/2019	171776	11293.22	11.14%	118030
ACC11142773	4381-16457	2019	10/18/2019	648516	21353.15	7.90%	332156
ACC111438501	28550-250189	2019	09/11/2019	214962	7703.74	7.88%	399652
ACC11145251	4549-94631	2019	02/07/2019	448932	17557.14	7.62%	321112
ACC111477864	74678-97415	2019	10/01/2019	764918	17232.43	13.11%	1146706
ACC111537879	22864-223124	2020	3/31/2020	135345	14688.71	9.63%	244750
ACC1115490	4751-104207	2019	7/22/2019	447524	29985.8	14.09%	962984
ACC1115802	28650-250208	2019	10/26/2019	484968	30587.72	19.05%	1338656
ACC111584440	16668-165944	2019	10/09/2019	129756	25675.84	7.62%	858242
ACC111678755	15406-157545	2019	8/16/2019	221320	5390.11	17.77%	378334
ACC111688631	5188-138106	2020	2/28/2020	66572	13618.82	7.90%	132990
ACC111718677	74984-102932	2019	11/22/2019	462792	19869.63	10.74%	1815682
ACC111767752	16359-159646	2019	3/28/2019	222574	19798.95	8.90%	1847802
ACC111769432	25262-240370	2019	4/17/2019	752004	21714.15	14.96%	864028
ACC111833906	21081-207145	2020	3/23/2020	445632	12205.6	17.51%	701206
ACC111839862	18180-143144	2019	4/29/2019	219054	24455.66	21.98%	130284
ACC111924393	4836-106373	2019	02/05/2019	135345	15253.01	17.27%	269984
ACC111994748	4513-93211	2019	8/31/2019	132616	40342.32	10.99%	814770
ACC111995000	79713-123485	2019	12/04/2019	590986	22060.52	20.49%	331254
ACC112013651	16971-170564	2019	03/02/2019	96800	6874.01	18.25%	340054
ACC112016483	47032-252217	2019	10/21/2019	43054	8346.32	11.86%	240988
ACC11202409	3494-141218	2019	10/21/2019	321420	12106.23	15.31%	145068
ACC112033951	4325-1513	2019	04/04/2019	88374	18904.81	23.76%	260128
ACC112042120	74853-100964	2020	03/12/2020	483098	33396.3	13.11%	1091552
ACC112072560	4411-9638	2019	02/07/2019	244398	4844.24	15.80%	371250
ACC112088267	4734-104317	2019	8/20/2019	423676	97671.02	8.90%	917840
ACC112101549	4275-64439	2019	10/21/2019	135345	30471.44	12.12%	1702162
ACC112115319	4316-1681	2019	01/10/2019	215138	11380.24	6.03%	350636
ACC112115949	4543-95050	2020	04/09/2020	782408	69227.64	6.91%	531828
ACC112116614	4280-1000	2019	10/28/2019	257554	11211.14	12.12%	302478
ACC112139122	4273-876	2019	05/10/2019	268752	6654.56	13.43%	615692
ACC112181790	1549-108548	2020	3/18/2020	147400	20058.3	7.90%	528198
ACC112186366	4567-96456	2020	04/12/2020	263428	12417.64	11.14%	412984
ACC11223018	74832-99496	2019	3/26/2019	444400	1367.24	23.28%	443806
ACC112293555	75779-94250	2020	04/03/2020	387288	18571.17	15.81%	430408
ACC112322094	4244-877	2019	05/03/2019	682858	33470.4	10.16%	746306
ACC112347369	4242-875	2019	6/28/2019	234762	5958.21	16.32%	123398
ACC112386496	74471-96065	2019	4/29/2019	107844	16912.47	21.49%	423896
ACC112419083	79555-106107	2019	09/07/2019	259754	21872.04	22.95%	441144
ACC112426565	4736-103822	2019	10/10/2019	264836	14473.44	6.17%	249370
ACC112456854	79566-103261	2019	2/25/2019	223102	20799.68	14.96%	299046
ACC112463028	17310-177744	2020	4/17/2020	748154	12078.87	17.77%	314556
ACC112473260	26826-244166	2019	04/01/2019	434896	20657.56	8.49%	459052
ACC112499136	4324-1302	2020	3/16/2020	156552	31440.25	17.58%	406538
ACC11251383	4272-1075	2019	2/22/2019	132000	6797.06	10.99%	301246
ACC11256077	75596-80782	2020	01/04/2020	358116	34679.18	14.72%	928774
ACC112589741	47118-238035	2019	4/29/2019	224598	16325.94	5.42%	2009788
ACC112597838	4876-107838	2020	3/18/2020	108130	7883.48	8.90%	674366
ACC112599126	4988-139545	2019	5/21/2019	526460	28306.96	13.11%	197494
ACC112610491	4781-104565	2019	02/07/2019	608014	16460.08	13.85%	352946
ACC112638303	4446-79061	2019	04/04/2019	435864	15429.9	9.91%	928730
ACC112656831	4930-106303	2019	09/06/2019	436524	11100.18	15.13%	2652232
ACC11273989	4392-12831	2020	2/24/2020	288354	33331.13	14.33%	1429230
ACC112812318	3138-135605	2019	4/15/2019	132462	4156.06	19.74%	203302
ACC112818526	4601-97847	2020	02/05/2020	135345	7781.83	13.11%	487938
ACC112831068	4413-13201	2019	10/06/2019	135345	21429.53	16.77%	49390
ACC11286342	4878-119106	2019	5/20/2019	306482	22688.28	17.27%	389400
ACC112880561	72478-15113	2020	3/30/2020	246620	12994.86	15.31%	264110
ACC112935229	4853-107841	2019	1/15/2019	327866	5742.18	14.09%	427306
ACC112967601	74854-100260	2019	4/30/2019	135345	12696.18	20.49%	305426
ACC112975075	74714-97382	2019	3/28/2019	135345	26718.18	16.29%	407176
ACC113022544	4917-119105	2019	9/13/2019	110044	27601.49	12.12%	523600
ACC113023129	4619-98394	2019	10/17/2019	135345	9165.79	10.74%	271920
ACC113026164	4423-63940	2019	5/14/2019	131560	36467.65	14.09%	697818
ACC113051768	74746-97383	2019	1/24/2019	757768	71285.72	12.12%	883058
ACC113061005	4602-94979	2019	12/03/2019	109714	4875.59	10.75%	571142
ACC113085527	4504-93340	2019	11/22/2019	111980	28916.29	7.49%	685168
ACC113087195	23241-227404	2020	1/25/2020	248402	7943.52	14.65%	369512
ACC113146736	79698-120206	2019	10/02/2019	774246	40685.84	10.99%	1158784
ACC113205129	74985-102401	2019	7/13/2019	130152	9727.62	19.05%	436084
ACC113236247	7196-145352	2019	1/28/2019	337436	12326.06	17.27%	1008612
ACC113245961	70002-120504	2020	4/24/2020	351714	6551.2	12.69%	422092
ACC113294726	4403-15393	2019	12/10/2019	110462	5075.28	19.05%	245344
ACC113298282	4559-95425	2019	11/11/2019	266926	10066.58	6.62%	673332
ACC113313244	4864-103821	2019	03/05/2019	48884	7996.72	5.42%	224554
ACC113344671	75976-100261	2019	02/11/2019	560956	44746.33	12.12%	567446
ACC11335408	4848-107725	2019	3/15/2019	135345	23141.24	13.16%	926706
ACC113358562	22865-223125	2019	11/11/2019	337150	15959.05	12.69%	484594
ACC113371027	4399-29216	2020	2/21/2020	225082	26566.56	7.90%	1511884
ACC113377718	74942-102406	2020	1/31/2020	447172	21546.38	6.03%	1830642
ACC113395241	4819-105807	2019	7/15/2019	156090	25275.51	17.27%	698060
ACC113400354	22945-207164	2020	1/20/2020	172040	10847.48	10.74%	164186
ACC113417422	17004-164724	2020	1/23/2020	150788	11787.98	23.76%	540320
ACC11342598	74744-97387	2020	3/22/2020	225192	24796.71	9.63%	238898
ACC113440158	4383-14851	2019	05/01/2019	214698	10241.19	12.68%	648824
ACC113447185	16972-175068	2019	1/24/2019	263318	12962.94	6.03%	451770
ACC113448618	28637-250185	2019	05/10/2019	177584	19631.18	9.88%	415316
ACC113500278	74907-101612	2019	8/22/2019	552750	3389.41	19.72%	797390
ACC113503265	4099-105511	2019	5/25/2019	135345	33427.08	15.31%	580844
ACC113513728	4134-141704	2019	6/16/2019	762454	10199.01	11.03%	674454
ACC113524865	4261-929	2020	2/18/2020	304062	9163.51	13.11%	743006
ACC113597941	15548-64121	2019	3/13/2019	230362	24306.7	13.57%	1114234
ACC113606017	47120-238037	2019	10/24/2019	280588	17005.19	17.27%	163856
ACC113636722	18259-176605	2019	10/17/2019	87428	7444.2	16.77%	464882
ACC113662106	28463-250183	2019	1/26/2019	397430	17517.62	7.75%	1213828
ACC113713003	4382-16455	2020	4/15/2020	153868	49482.08	15.80%	887986
ACC113713536	4412-48899	2019	5/21/2019	135345	13009.49	7.88%	622776
ACC113713579	75487-115268	2019	03/12/2019	132704	12493.07	13.11%	356158
ACC113723025	4537-95048	2019	1/30/2019	316998	19936.7	6.99%	499532
ACC113812738	27311-246876	2020	4/25/2020	387904	3782.52	10.00%	344256
ACC113818873	4935-121504	2019	7/15/2019	121440	17479.62	6.03%	504702
ACC113879572	74831-99495	2019	12/03/2019	178640	12274.95	8.90%	290246
ACC113890304	4809-103829	2019	03/11/2019	671836	18022.26	17.49%	348700
ACC11389395	4735-104203	2020	1/15/2020	588962	16719.24	10.00%	785202
ACC11391592	74484-96467	2019	04/12/2019	175010	9890.26	6.62%	234036
ACC113931795	72476-4596	2019	2/27/2019	429440	11760.62	13.11%	318076
ACC113949566	4875-119885	2019	07/04/2019	777084	26623.94	11.83%	145907344
ACC11395604	4725-99845	2019	08/05/2019	109582	10637.34	7.90%	85382
ACC113982759	28155-241104	2020	3/13/2020	483604	20938.76	12.12%	624800
ACC113983828	4250-932	2019	11/11/2019	341308	9317.22	9.76%	646404
ACC114056825	20883-207365	2019	12/30/2018	152416	12521.76	10.65%	221122
ACC114068753	4844-110584	2019	09/04/2019	327426	38292.79	13.87%	661628
ACC114082207	4385-2785	2020	4/21/2020	78298	16590.23	15.31%	282656
ACC114091613	4587-96728	2020	03/02/2020	77000	9942.32	9.62%	160710
ACC114114327	4447-77821	2019	9/22/2019	535920	14310.99	7.74%	2291212
ACC114117000	26267-206924	2019	2/15/2019	266068	2970.46	14.07%	241758
ACC114124307	4437-75580	2019	9/19/2019	553916	29451.14	11.83%	680460
ACC114161556	18774-159648	2019	5/22/2019	349932	16029.54	12.12%	275462
ACC11418399	4769-103376	2019	11/05/2019	134992	9691.33	15.31%	180048
ACC114226072	74971-103259	2019	01/12/2019	765226	34806.1	16.82%	754710
ACC114283698	4197-140458	2019	7/22/2019	122870	52667.62	21.49%	585926
ACC114333046	4462-86400	2020	01/04/2020	218702	9087.51	15.33%	469722
ACC114350325	79562-106106	2019	05/08/2019	135345	41541.98	14.27%	655160
ACC114355381	19164-169105	2019	1/20/2019	131538	15833.08	10.62%	46068
ACC114370065	74688-96475	2019	05/03/2019	655314	12937.86	13.11%	325270
ACC11442510	4626-99131	2019	11/28/2019	77814	2534.98	14.33%	333058
ACC114430713	74829-100385	2019	02/05/2019	177628	4314.33	5.99%	286264
ACC114449373	4931-125724	2019	1/26/2019	262174	8966.67	12.12%	366322
ACC114540474	4390-20920	2019	3/13/2019	135345	16762.37	12.42%	480964
ACC114549224	74483-96466	2020	05/05/2020	148214	20424.81	12.12%	188716
ACC114567846	23089-214744	2019	11/19/2019	135345	27553.8	13.98%	1047486
ACC114584748	74961-102938	2020	04/03/2020	778712	59565.57	6.62%	771782
ACC114589474	48302-256337	2020	3/24/2020	215776	14783.9	13.80%	720764
ACC114589726	4778-106692	2019	3/16/2019	755062	27729.74	11.14%	451044
ACC114618918	4467-250431	2020	1/28/2020	215974	16647.23	15.31%	364672
ACC114626232	4857-108302	2019	09/04/2019	328548	16028.4	17.49%	479930
ACC114642431	4334-1770	2019	9/29/2019	397738	25413.07	11.14%	966218
ACC114669495	16457-159644	2020	04/03/2020	347996	3932.81	13.11%	227678
ACC114713268	4974-138245	2019	1/23/2019	135345	14317.26	8.90%	537042
ACC11472012	4360-6146	2020	4/28/2020	432520	17758.54	20.52%	536074
ACC114765775	4712-102814	2019	6/22/2019	776864	11593.42	6.03%	562474
