Credit_Card_ID,Account_No,net_yearly_income,yearly_debt_payments,credit_limit,avg_percentage_credit_card_limit_used_2018,avg_percentage_credit_card_limit_used_2019,avg_percentage_credit_card_limit_used_2020,Exp_year,Exp_month
C3126340,ACC107354310,249383.45,33338.57,59414.23,NA,0.96,0.81,2021,8
C7358678,ACC107365448,226513.73,22122.51,30157.53,0.97,0.65,0.64,2022,8
C6533711,ACC107409532,276390.83,10792.04,55494.97,NA,0.57,0.85,2021,10
C7229966,ACC107420347,42639.05,18228.03,7064.94,0.76,NA,1.04,2021,7
C8340771,ACC107478781,170768.07,17331.33,37058.85,0.61,0.84,0.92,2022,10
C7412163,ACC107599693,120179.38,27762.63,22541.26,0.79,1.05,0.44,2022,4
C7077319,ACC107626721,112528.27,47301.83,12181.52,NA,0.9,0.63,2021,7
C5113983,ACC107644098,143319.61,30128.78,48383.18,0.92,0.76,0.87,2021,4
C1842088,ACC107674118,399468.82,64046.45,145282.8,0.58,0.9,0.52,2022,4
C5115757,ACC107699345,158529.04,24867.4,35398.21,0.71,0.81,0.72,2022,4
C2025386,ACC107730318,121607.16,55938.29,17892.21,0.65,1.02,0.66,2022,1
C2831424,ACC107745709,173469.51,19960.49,42765.31,0.73,0.99,0.77,2021,8
C5141914,ACC107806748,161130.17,17714.26,18909.75,0.77,NA,NA,2021,8
C6842357,ACC107807037,115277.77,16470.58,25137.58,0.49,0.8,0.96,2021,9
C8732168,ACC107816637,238559.07,11335.31,31560.23,0.99,0.82,0.64,2021,9
C8028147,ACC10782345,115550.11,19319.41,33523.11,0.36,0.8,0.53,2022,9
C4928385,ACC107849864,156919.32,50950.43,19875.71,0.47,NA,0.52,2021,9
C8019992,ACC107854090,170819.48,32964.11,33750.66,0.57,0.9,0.84,2021,1
C1199845,ACC107907957,311237.97,79340.99,105083.14,0.62,0.9,0.85,2022,4
C4514125,ACC107933689,151468.98,44046.63,48736.49,0.76,0.61,0.88,2021,1
C3540268,ACC107968096,196409.14,19633.39,42658.44,0.95,0.68,0.65,2021,6
C2112770,ACC107986324,103639.41,6970.03,19101.88,0.66,0.97,0.77,2021,1
C4741192,ACC107991831,168127.28,24076.14,45135.6,0.77,0.71,0.29,2021,6
C7622921,ACC108011343,308095.36,36800.59,50928.02,0.7,0.8,0.69,2021,4
C1230589,ACC10801433,171669.49,14860.87,28038.9,0.6,0.67,0.72,2021,1
C2842136,ACC108038977,56719.71,9348.08,15477.32,0.58,0.42,0.64,2022,4
C5484469,ACC108121690,75892.95,18550.98,16759.69,0.81,0.72,0.76,2021,6
C6537226,ACC108138022,172846.4,17506.43,20888.9,0.89,NA,0.78,2021,8
C2715020,ACC108166889,133338.23,35030.65,29988.94,0.73,0.78,0.9,2021,8
C7719580,ACC108218423,164845.44,37035.63,41070.05,0.57,0.35,0.12,2021,10
C7621040,ACC108233901,248497.15,37889.59,82182.85,0.5,0.56,0.58,2021,7
C2640757,ACC108277055,212112.8,73831.55,52861.06,0.56,1,0.74,2021,7
C6038224,ACC108285318,97238.65,23534.16,12273.3,0.76,1.08,1.03,2021,9
C1531843,ACC108291586,143351.4,44045.7,28439.54,0.72,0.76,0.92,2021,9
C6840862,ACC108297906,100927.41,16194.93,13186.82,0.96,0.7,0.8,2021,10
C7818719,ACC108300052,256859,27687.36,94194.27,NA,0.35,0.53,2021,10
C6918613,ACC108364249,307331.6,46200.04,52732.8,0.86,0.67,0.88,2021,8
C6097555,ACC108373421,168522.76,24241.59,20104.67,0.75,0.98,NA,2021,4
C6514450,ACC108377271,171553.16,43879.04,43026.07,0.71,0.57,0.94,2021,1
C9013087,ACC108379675,136914.18,29627.19,25440.91,0.52,0.82,0.7,2021,9
C3394923,ACC108431900,110366.49,21258.53,34430.5,NA,0.77,0.33,2021,9
C6330647,ACC108479683,64331.71,10431.22,22967.96,0.98,0.19,NA,2021,9
C8232987,ACC108485737,133216.64,20806.71,46249.38,0.82,0.83,0.74,2021,9
C2617558,ACC108487825,133235.81,17084.62,43239.65,0.66,NA,0.74,2021,9
C4036642,ACC108501748,174376.22,21396.62,53130.36,0.6,0.8,0.65,2021,9
C9032313,ACC108506833,75215.92,19919.85,8947.84,1.08,0.58,0.99,2021,7
C3634380,ACC108507813,286087.6,16183.98,50592.24,0.76,NA,0.84,2021,10
C4221454,ACC108537559,452931.13,8379.17,90355.68,0.9,0.72,NA,2022,8
C4423943,ACC108554636,252042.31,27584.16,75193.46,0.47,0.72,0.56,2022,4
C8839356,ACC108585516,147098.54,21722.16,51030.51,0.72,0.51,0.85,2021,1
C7038486,ACC108596959,150718.1,32169.24,41290.63,1.05,0.78,0.38,2021,1
C6784890,ACC108615572,170663.97,36563.44,28095.9,0.71,1.06,NA,2021,4
C6386783,ACC108667817,43646.06,8905.67,14342.32,0.79,0.59,0.73,2021,1
C3714185,ACC108693055,201676.68,24324.55,39606.65,0.81,0.82,0.99,2022,4
C6264271,ACC108737615,205561.73,57007.8,26777.22,NA,0.92,0.97,2021,4
C5430731,ACC10874217,184799.64,23226.16,20727.19,0.47,0.79,0.91,2022,6
C4930849,ACC108773448,270059.53,45578.25,33445.63,0.99,0.54,NA,2021,6
C8641980,ACC108864814,216415.84,47823.01,29634.72,0.76,0.52,1,2021,4
C4222235,ACC108881268,491868.04,37013.21,99078.7,1.01,0.58,1.02,2021,1
C2014613,ACC108881353,128899.26,20021.39,25488.69,0.69,0.88,1.09,2021,1
C7534876,ACC108909271,63648.03,3974.99,10874.72,0.77,0.83,1.09,2022,6
C7731530,ACC108915287,134280.06,48221.28,25761.54,0.6,NA,0.71,2022,1
C6840345,ACC108999271,87031.78,7219.37,20623.47,0.5,0.71,NA,2021,4
C7120864,ACC109067411,274255.01,32869.93,64447.01,0.51,0.54,NA,2021,4
C3160615,ACC109079900,376724.75,51962.98,70985.36,0.52,1.09,0.56,2021,7
C7510323,ACC109091018,277879.76,25265.86,76723.86,0.44,0.8,0.82,2021,7
C5539028,ACC109105976,222465.72,38864.45,48992.93,0.75,1,0.88,2021,8
C2523832,ACC109150832,145198.08,30284.84,26077.03,0.63,0.65,NA,2021,7
C3423268,ACC109161252,129745.35,38545.35,29691.83,0.58,0.3,0.88,2022,7
C6117158,ACC109196944,102148.83,30382.14,11669.82,0.51,0.78,0.76,2021,8
C8625213,ACC109203260,174932.77,34428.65,33014.9,0.63,0.76,0.7,2021,8
C7032258,ACC109252840,213287.28,46242.81,27672.06,0.57,0.78,0.68,2021,8
C7337245,ACC109257402,172903.04,13804.45,38346.3,0.57,0.56,0.71,2022,8
C3813163,ACC109270950,143100.35,30167.21,44069.92,NA,1.04,0.94,2021,10
C8437679,ACC109272988,569752.45,19655.88,78639.46,0.49,0.91,0.49,2021,10
C4417679,ACC109273626,107707.45,10400.42,38990.81,0.9,0.6,0.62,2021,7
C5622325,ACC109293827,394718.85,52231.14,62796.13,0.77,0.92,0.66,2021,10
C4236661,ACC109309703,36469.05,10713.71,8897.31,0.39,0.68,1.03,2021,8
C5935385,ACC109337030,144851.22,24200.89,39685.67,0.99,0.65,1,2021,7
C6784159,ACC109342798,144479.77,36194.93,33600.86,0.55,0.71,0.9,2021,4
C2968718,ACC109352278,132927.34,26782.6,33543.46,1.03,0.93,NA,2021,6
C7716767,ACC109413295,112463.28,33383.18,28024.39,0.93,0.56,0.89,2022,1
C3541422,ACC109417527,156027.11,10202.37,52308.61,0.65,0.69,0.68,2021,7
C8229882,ACC109418346,91140.44,13509.12,10947.26,0.69,0.75,NA,2021,1
C3938071,ACC109436326,98303.88,37976.8,14370.28,0.91,0.83,0.76,2022,4
C8628733,ACC10945871,150137.09,19420.89,38649.56,0.44,0.39,0.71,2022,1
C3912274,ACC109463862,195169.01,16264.03,44262.41,0.44,1,0.58,2021,1
C2110459,ACC109495956,244569.72,31967.9,54572.35,1.04,0.84,0.89,2022,1
C4139017,ACC109501973,66049.34,19121.34,15776.71,0.72,NA,0.87,2022,1
C2811565,ACC10953380,219774.14,28684.92,49689.22,0.58,0.6,0.71,2021,4
C8126492,ACC109565444,257872.48,32592.17,39574.52,0.32,0.75,0.77,2021,8
C3156985,ACC109639233,229254.73,22762.6,26834.79,0.9,1.04,0.85,2021,7
C5213349,ACC109672008,395522.77,16906.03,49419.6,0.98,0.81,0.91,2021,9
C3667192,ACC109711980,167891.58,50234.85,45792.62,0.81,NA,NA,2021,9
C2837481,ACC109739730,323479.37,23205.02,113468.5,0.74,0.59,0.37,2021,9
C7817535,ACC109740877,237478.82,58922.79,28878.13,0.56,1,0.65,2021,9
C4115961,ACC109823327,126476.25,30562.9,41898.25,0.7,0.6,0.57,2022,9
C2950158,ACC109861115,163076.3,35488.84,46515.61,0.71,NA,0.89,2021,9
C5537445,ACC10986121,204383.36,35171.96,46905.92,1.03,0.72,0.85,2021,6
C4213285,ACC10989547,181079.52,35092.86,36738.46,0.43,0.75,1.06,2021,1
C7630140,ACC109928659,216597.32,42817.37,35271.62,0.31,0.76,0.96,2021,4
C2914823,ACC109948552,178771.96,39803.66,29152.9,0.23,0.51,0.93,2022,1
C4537121,ACC109955461,151989.56,26836.12,24980.23,0.43,0.69,1.02,2021,4
C6437872,ACC109956104,150497.9,24126.76,30843.41,0.66,0.65,0.62,2021,4
C1114311,ACC109968844,315942.53,24702.07,64434.31,0.66,0.62,NA,2022,1
C3840965,ACC109992473,290542.64,28523.59,46880.84,0.67,0.51,0.78,2021,4
C6217716,ACC110000060,127149.46,18849.27,33178.74,0.71,1.05,0.62,2022,1
C5114674,ACC110002614,161505.78,39470.11,53549.11,0.52,0.86,0.69,2021,7
C1232924,ACC110006724,213634.94,43141.79,48600.93,0.66,0.51,0.65,2022,10
C2314214,ACC110010813,574210.95,32804.5,161208.69,0.81,0.65,0.84,2021,7
C7138564,ACC110026636,194640.44,18262.84,23829.78,0.62,1.02,0.95,2021,7
C7828347,ACC110028856,248773.17,15325.67,29645.8,0.92,0.97,0.72,2022,8
C8210270,ACC110062381,129157.27,31913.04,22806.66,1.06,1.01,1.04,2021,9
C1899643,ACC110084341,247734.08,43889.33,43772.59,1.04,0.41,0.54,2022,8
C3713674,ACC110104660,133671.22,37563.25,15159.03,1.08,0.95,0.88,2022,8
C8617711,ACC110112040,121497.57,33188.3,44666.51,0.65,0.68,0.61,2021,9
C3821883,ACC110113357,211611.81,24428.48,47124.65,0.91,0.66,0.46,2021,9
C3818064,ACC1101400,102392.7,52794.53,33285.87,0.61,0.99,0.57,2021,7
C1527066,ACC110178735,85626.41,20695.86,19959.82,NA,1.06,0.89,2022,10
C7799665,ACC11019135,103113.88,15375.5,24005.42,0.81,0.91,0.42,2021,7
C6023875,ACC110193596,95059.91,16019.55,27326.7,0.65,0.89,0.89,2021,6
C4632060,ACC110204198,140690.03,70416.53,36772.03,0.85,NA,0.5,2021,1
C3720836,ACC110211511,168144.98,49188.38,40118.53,1.04,1.08,0.71,2021,4
C8722855,ACC110218120,66671.9,16788.19,17045.61,0.5,0.75,0.5,2021,6
C5335359,ACC110239176,123264.9,39567.38,16196.9,0.92,0.37,0.37,2021,4
C1895453,ACC110241336,249099.28,33592.98,35950.49,0.78,1.03,0.65,2022,4
C8029671,ACC110259637,114459.92,25794.9,13868.99,0.57,0.8,0.57,2021,4
C5474181,ACC110419018,284123.84,61330.92,68498.71,0.89,0.52,0.69,2022,1
C8030530,ACC110455683,144933.85,34165.57,25509.72,1,0.71,0.16,2022,1
C8938911,ACC110480470,108504.23,24915.28,23337.42,NA,NA,0.56,2021,1
C5429457,ACC110498250,122231.95,32378.32,43269.61,0.79,0.82,0.88,2022,1
C5328937,ACC110507680,224849.72,33504.74,43905.78,0.75,NA,0.92,2022,4
C4432927,ACC11055875,711642.86,90717.01,83436.36,0.65,0.84,0.83,2022,6
C6441590,ACC110562365,140574.85,23022.38,33588.83,0.98,0.49,0.69,2021,1
C1797182,ACC110621488,186572.4,53962.69,41203.55,0.46,0.7,0.75,2021,6
C5511248,ACC110624735,131773.05,17396.41,19267.74,0.98,1.08,0.91,2021,6
C7217166,ACC110633445,131684.45,19439.89,16524.52,0.58,0.76,0.83,2021,6
C8712373,ACC110647354,410657.02,40476.4,103942.85,0.36,0.64,0.93,2021,6
C6483027,ACC110656007,100893.67,16102.32,21566.66,0.62,0.59,0.99,2021,10
C2612542,ACC110656561,181785.46,38158.53,69449.43,NA,NA,0.29,2022,6
C1225647,ACC110657824,147336.02,30455.48,57302.16,0.8,0.56,0.35,2021,7
C5826167,ACC110678100,159470.35,33536.9,25797.36,0.93,0.93,0.77,2021,7
C2528724,ACC110721637,158267.2,13869.93,18948.18,0.65,0.82,0.66,2021,7
C1727311,ACC110729234,234782.87,59474.27,71844.19,0.77,0.84,NA,2022,7
C5614421,ACC110735745,107459.6,31276.5,23885.26,0.72,0.18,0.76,2021,10
C3342749,ACC110762041,116384.03,19275.04,35407.53,0.53,NA,0.92,2021,7
C8264621,ACC11076597,57446.77,16649.22,7080.72,0.77,0.69,0.46,2021,6
C7521013,ACC110767966,166989.67,28477.78,50019.94,0.92,0.86,0.61,2022,6
C4773979,ACC110777663,370236.09,26440.82,43358.77,0.7,1.05,0.81,2021,4
C3928354,ACC110781700,129237.65,14928.5,43436.48,0.76,0.76,0.52,2021,6
C1425515,ACC110782949,144683.95,29609.66,34691.54,0.6,0.59,0.85,2021,4
C1617685,ACC110817380,130647.25,33878.8,30842.69,0.8,0.56,0.89,2021,6
C7612544,ACC110883331,40511.4,13841.41,7733.27,0.67,0.67,0.79,2021,7
C4394558,ACC110915212,175049.79,29946.44,24381.73,0.41,0.81,0.95,2022,10
C3436881,ACC110941568,357659.7,48798.76,104133.79,0.96,0.63,0.69,2021,9
C8327525,ACC110989517,307197.91,40884.77,41281.94,0.64,0.8,0.13,2022,9
C7114189,ACC110995089,100530.35,51006.22,32826.63,0.82,0.79,0.98,2022,9
C5252118,ACC111007586,175119.91,67013.78,48651.18,0.79,NA,0.54,2021,9
C7829873,ACC111010262,461214.45,37659.68,149382.83,0.94,0.86,0.57,2022,9
C2431087,ACC111018831,147920.76,12460.22,49554.47,0.89,0.91,0.77,2022,1
C4933226,ACC111033364,158022.77,57524.76,23602.69,0.74,0.6,0.41,2022,6
C5934331,ACC111035242,49468.01,14022.7,6865.15,0.62,0.44,0.76,2021,1
C4340982,ACC111047835,63094.14,21601.83,7815.64,0.57,0.41,0.68,2021,1
C2335765,ACC111067651,166586.76,20777.96,22421.73,0.81,0.78,0.65,2021,6
C7938756,ACC111081156,104461.26,14979.38,15806.85,0.41,0.83,0.64,2021,6
C3724211,ACC111156984,85449.9,8918.57,16987.64,0.65,0.62,0.89,2022,1
C7014439,ACC111185242,205478.25,32483.19,36839.94,0.68,0.43,NA,2021,4
C8974331,ACC111195941,85781.56,30456.03,21352.71,1.06,0.99,0.89,2022,4
C5520971,ACC111207404,101673.57,15876.67,34238.14,0.56,0.67,0.35,2021,9
C6082523,ACC111248134,119335.15,38491.38,36378.66,0.41,0.71,0.48,2021,1
C8013820,ACC111252344,281070.34,57816.26,36349.35,0.64,0.53,0.61,2021,9
C1318582,ACC111261323,126482.94,22017.99,45308.52,NA,0.69,0.64,2022,9
C6853171,ACC111318905,260355.34,32587.27,63732.24,0.44,0.67,0.75,2022,9
C2821032,ACC111415268,192512.16,24347.07,48614.17,0.71,1.03,1.03,2021,9
C8540990,ACC11142773,247745.5,41342.28,51021.06,0.75,0.79,NA,2021,9
C2027064,ACC111438501,222974.88,36616.93,40528.3,0.85,0.86,1.01,2021,9
C1523527,ACC11145251,242546.32,52379.73,58402.44,0.68,NA,NA,2021,9
C6034079,ACC111477864,217014.42,25377.69,39599.37,1.06,0.96,0.59,2021,9
C6440730,ACC111537879,460334.08,61957.99,67991.09,0.63,0.54,NA,2022,7
C6392547,ACC1115490,149453.82,37843.12,34385.28,0.68,NA,0.76,2021,7
C2637556,ACC1115802,51432.59,27694.62,14483.91,1.08,1.01,0.68,2021,10
C4925560,ACC111584440,196708.07,53737.96,41485.35,0.91,0.85,0.78,2021,10
C4214976,ACC111678755,191096.39,85330.84,50419.26,1.06,0.82,0.61,2021,10
C5265862,ACC111688631,108028.33,12178.14,35234.38,0.72,0.76,0.72,2022,10
C1223051,ACC111718677,173527.04,57756.37,28643.37,1.02,0.74,NA,2021,7
C6028923,ACC111767752,258361.98,59993.06,80178.28,0.81,0.7,NA,2021,1
C2519987,ACC111769432,167656.58,27185.25,20683.99,0.7,0.86,0.83,2021,4
C8023317,ACC111833906,108592.21,19060.57,26381.38,0.58,0.77,0.72,2022,4
C3373914,ACC111839862,122694.3,22844.12,36492.83,0.59,0.99,0.29,2021,6
C2419958,ACC111924393,249235.55,32345.67,64267.9,0.33,0.93,0.69,2021,1
C3015379,ACC111994748,404023.97,35219.84,48009.12,0.7,0.79,0.74,2021,6
C4147629,ACC111995000,120918.98,16972.82,20084.22,0.51,0.56,0.63,2021,6
C3830864,ACC112013651,238286.61,4594.99,40576.08,0.83,0.84,0.89,2021,1
C7330163,ACC112016483,213433.51,33776.84,67670.99,0.66,NA,0.2,2021,1
C2422018,ACC11202409,194222.06,64328.39,35765.19,1.07,0.77,0.79,2021,1
C7532313,ACC112033951,241783.7,40982.06,34374.37,0.55,0.94,0.72,2021,6
C2322689,ACC112042120,146077.16,27978.17,25039.95,0.66,NA,0.74,2022,4
C2328547,ACC112072560,161419.19,39143.35,20585.13,0.49,0.56,0.58,2021,1
C2429954,ACC112088267,175519.44,42777.03,49134.82,0.64,0.57,0.79,2021,1
C1572178,ACC112101549,523356.91,36462.89,193906.1,0.52,0.6,0.76,2021,1
C2315925,ACC112115319,339305.52,66117.15,85024.25,0.78,NA,0.69,2021,4
C3211482,ACC112115949,235911.46,39659.34,41370.02,NA,0.85,1.04,2022,4
C8240264,ACC112116614,112802.35,16713.44,21791.18,0.9,0.82,0.84,2021,1
C5818075,ACC112139122,78248.41,29325.53,18145.86,1.06,0.47,0.69,2021,4
C4718983,ACC112181790,102552.01,7522.93,16362.05,0.6,0.71,0.79,2022,1
C6616326,ACC112186366,181146.09,27065.52,65102.16,0.67,0.64,0.38,2022,10
C7714469,ACC11223018,114662.8,37294.02,22282.3,0.76,0.88,NA,2021,10
C5419726,ACC112293555,92942.04,24219.71,11280.25,0.75,0.77,0.66,2022,7
C2418783,ACC112322094,279877.56,24908.28,62016.25,1,0.69,0.82,2021,8
C5832489,ACC112347369,89635.9,18311.45,19458.98,0.83,0.8,0.79,2021,7
C5072857,ACC112386496,79804.68,46816.42,14353.64,0.75,0.53,0.82,2021,8
C5122937,ACC112419083,92057.16,37387.52,31782.01,0.8,1.01,0.66,2021,7
C1989339,ACC112426565,431194.39,65496.25,154197.83,1.05,0.59,0.52,2021,8
C8811225,ACC112456854,104961.13,14511.98,23376.58,0.6,0.92,1.09,2021,7
C5296375,ACC112463028,173008.95,24907.02,51066.65,0.56,0.5,0.94,2022,1
C2857030,ACC112473260,193437.53,12167.74,37341.82,0.72,NA,NA,2021,6
C9016635,ACC112499136,129371.44,41143.11,30161.47,0.97,0.51,0.7,2022,4
C7937977,ACC11251383,341398.99,29995.21,71921.27,0.96,0.78,0.64,2021,7
C5612683,ACC11256077,115785.96,7547.94,13756.07,0.83,0.68,0.69,2022,4
C9042919,ACC112589741,114063.97,16026.1,21270.32,0.25,0.5,0.94,2021,1
C8393123,ACC112597838,176543.66,55757.64,28427.04,0.68,0.75,0.86,2022,4
C1325265,ACC112599126,52032.34,14600.62,9400.75,1.08,0.85,0.77,2021,1
C2810471,ACC112610491,121297.22,22349.23,28316.64,0.86,0.74,NA,2021,6
C6912619,ACC112638303,300940.47,27785.86,43357.46,0.64,0.82,0.97,2021,4
C5741118,ACC112656831,151588.85,37375.86,30404.74,0.39,1.09,0.42,2021,4
C3536544,ACC11273989,108114.9,24021.28,19314.3,0.41,0.37,0.56,2022,8
C1638314,ACC112812318,92383.61,17736.67,11244.02,0.97,0.96,0.15,2021,8
C1842235,ACC112818526,201591.16,42171.46,46577.84,0.74,0.63,0.65,2022,9
C4136213,ACC112831068,216765.39,34088.01,23999.93,0.84,0.86,0.95,2021,9
C7030625,ACC11286342,131924.37,11564.65,17406.85,0.37,0.77,0.92,2021,9
C1539067,ACC112880561,307267.94,33531.78,54839.81,0.52,0.57,0.27,2022,9
C7872145,ACC112935229,416935.89,38473.55,147076.12,NA,0.92,0.86,2021,9
C7999240,ACC112967601,211449.09,29796.45,37349.18,1.03,1.02,NA,2021,9
C2060082,ACC112975075,155482.05,20418.09,51847.4,0.55,0.9,0.93,2021,1
C6325664,ACC113022544,501580.11,34403.35,100838.08,0.44,0.77,0.56,2021,4
C1821816,ACC113023129,146671.28,29695.05,29064.62,0.73,1,0.76,2021,1
C8686624,ACC113026164,268514.21,33220.69,44232.15,0.38,0.67,0.58,2021,6
C6733450,ACC113051768,252677.65,56536.32,48930.67,0.8,0.92,0.61,2021,10
C7023858,ACC113061005,79882.39,22346.27,9055.94,0.48,0.77,0.3,2021,10
C6835078,ACC113085527,465872.62,35317.65,132979.22,NA,0.48,0.87,2021,8
C4036863,ACC113087195,181778.1,54993.61,41706.39,0.91,0.72,0.85,2022,10
C8613544,ACC113146736,72006.06,7619.91,29016.09,0.81,0.53,0.66,2021,7
C6631437,ACC113205129,124500,5016.86,32593.83,0.69,0.8,1.04,2021,1
C1137841,ACC113236247,74472.13,18876.62,9321.5,0.61,0.62,0.94,2021,9
C7626891,ACC113245961,112046.28,20726.52,15911.73,0.72,0.75,0.84,2022,9
C6291290,ACC113294726,99599.29,29358.36,14468.35,0.97,0.72,0.68,2021,9
C3522028,ACC113298282,89331.9,25296.18,10808.41,0.63,NA,0.24,2021,10
C6316191,ACC113313244,360730.71,48748.07,64764.58,0.69,0.62,0.6,2021,10
C3520148,ACC113344671,453994.65,115734.94,128187.95,0.67,0.64,1.07,2021,7
C4117090,ACC11335408,248845.68,38787.48,39164.46,0.73,0.88,0.94,2021,8
C2099178,ACC113358562,98087.97,34970.13,23761.22,0.73,0.78,1,2021,10
C3615151,ACC113371027,100110.59,14007.64,18843.36,0.64,0.97,0.23,2022,10
C6135027,ACC113377718,142520.77,27933.39,28230.78,0.74,0.81,0.96,2022,10
C7727880,ACC113395241,77333.31,22562.85,26628.16,0.88,0.65,0.82,2021,8
C8765132,ACC113400354,104960.4,2371.74,11564.99,NA,0.58,0.8,2022,4
C3023813,ACC113417422,312538.53,13609.47,65445.24,0.74,0.8,NA,2022,4
C4033248,ACC11342598,137559.01,29962.06,15929.53,0.98,0.7,0.95,2022,6
C2926251,ACC113440158,310462.39,60931.5,48393.84,0.96,0.59,0.68,2021,1
C5933767,ACC113447185,266004.69,35271.86,52437.55,0.52,0.34,0.9,2021,6
C7719366,ACC113448618,667929.2,57018.98,221213.12,0.61,0.81,1.03,2021,1
C4111225,ACC113500278,173408.69,25914.82,22011.09,0.92,0.87,1.07,2021,1
C5920733,ACC113503265,143637.94,26019.46,17312.68,NA,0.55,0.62,2021,1
C5727049,ACC113513728,187642.82,30109.54,58921.8,0.77,0.79,0.79,2021,6
C7732922,ACC113524865,235383.28,70654.39,73978.49,NA,0.96,NA,2022,6
C7259665,ACC113597941,245181.24,30077.81,75148.1,0.4,0.6,0.83,2021,4
C3310819,ACC113606017,105940.44,8261.47,24828.17,0.69,0.45,0.56,2021,4
C5542783,ACC113636722,315783.52,48586.33,62868.92,0.97,0.71,0.56,2021,1
C5146066,ACC113662106,434199.49,68390.89,60418.69,0.51,0.27,0.71,2021,1
C2912259,ACC113713003,233118.51,45671.95,82065.32,0.68,0.52,0.62,2022,6
C5530114,ACC113713536,218678.87,41566.2,28062.55,0.73,0.85,0.84,2021,10
C3812526,ACC113713579,89695.07,37493.15,24492.59,0.94,0.62,0.76,2021,8
C3613326,ACC113723025,254506.12,26493.31,94859.13,0.94,0.25,0.58,2021,10
C8716458,ACC113812738,167056.71,39279.04,33643.37,1.09,0.69,0.89,2022,7
C1620690,ACC113818873,242309.99,85024.43,64143.01,0.96,0.78,0.53,2021,1
C5224187,ACC113879572,155242.91,32826.5,31770.39,0.85,1.02,0.21,2021,1
C8419055,ACC113890304,344348.69,72439.35,66898.23,0.83,0.61,0.74,2021,1
C8774171,ACC11389395,322827.72,56033.06,72487.41,NA,0.68,0.82,2022,4
C3823813,ACC11391592,212335.54,57149.89,49098.59,0.86,NA,0.55,2021,4
C5815025,ACC113931795,51112.03,12755.13,12142.64,0.55,NA,0.85,2021,1
C4731576,ACC113949566,231332.78,17350.96,80706.49,0.9,0.68,0.71,2021,6
C3596978,ACC11395604,262210.17,61942.01,53085.52,NA,1.08,0.77,2021,1
C5524315,ACC113982759,198348.65,44261.15,72186.62,0.6,0.85,0.75,2022,4
C6421261,ACC113983828,147933.49,38070.65,36425.33,1.03,0.71,1.06,2021,4
C4834786,ACC114056825,167834.66,34594.85,34246.51,0.67,0.69,0.97,2021,4
C3123128,ACC114068753,156681.3,28117.06,38781.53,0.66,0.8,0.76,2021,8
C4026042,ACC114082207,219908.97,23219.19,51430.24,0.82,0.84,1.09,2022,9
C1798829,ACC114091613,94247.54,16819.18,30805.52,NA,NA,0.65,2022,9
C8439888,ACC114114327,218421.16,20062.7,27417.27,0.84,0.9,0.52,2021,9
C7217523,ACC114117000,290148.2,27027.75,47682.1,0.6,0.9,0.76,2021,9
C1240911,ACC114124307,103966.08,22996.03,15946.01,0.91,0.5,1.03,2021,4
C4338118,ACC114161556,77152.66,11351.96,10878.79,0.84,NA,0.87,2021,6
C6858828,ACC11418399,135767.93,23763.38,21959.55,0.56,0.79,0.59,2021,4
C4752865,ACC114226072,224649.16,8249.85,51535.82,0.54,1.09,0.5,2021,4
C8314956,ACC114283698,285944.16,26911.56,44300.09,0.84,0.44,0.71,2021,1
C2214119,ACC114333046,140311.77,37154.88,20189.04,0.68,0.69,0.83,2022,6
C3823457,ACC114350325,313111.55,62472.68,112172.27,1.07,0.95,0.51,2021,4
C5547045,ACC114355381,206126.31,14835.14,43947.72,0.82,0.48,NA,2021,4
C1621631,ACC114370065,216374.48,57645.34,63986.08,0.76,0.7,NA,2021,4
C1284053,ACC11442510,217034.28,26371.47,47855.46,0.53,0.43,0.81,2021,4
C4671617,ACC114430713,84221.39,32989.46,26292.63,0.72,0.95,0.99,2021,6
C3041042,ACC114449373,145544.66,7663.43,54677.92,0.66,0.62,0.44,2021,4
C4822239,ACC114540474,195351.12,43421.83,35782.94,0.88,0.56,0.68,2021,1
C5516884,ACC114549224,191433.82,13617.73,47749.96,0.8,NA,0.86,2022,10
C4833337,ACC114567846,183773.81,31038.25,32735.5,0.76,0.71,0.89,2021,10
C3780212,ACC114584748,328009.79,71553.19,56708.71,0.68,0.96,0.56,2022,10
C7314039,ACC114589474,142823.83,16447.28,23223.21,0.85,0.8,0.76,2022,7
C2810414,ACC114589726,399308.55,38093.74,104107.34,0.59,0.75,0.81,2021,9
C6819784,ACC114618918,225396.89,52764.87,27432.23,0.9,1.03,0.76,2022,9
C7197559,ACC114626232,158173.23,10817.88,31283.63,0.72,0.83,0.87,2021,8
